user,total_logons,off_hours_ratio,weekend_ratio,unique_pc_count,hour_variance,device_connects,device_disconnects,missing_disconnects,file_operations,suspicious_file_ops,removable_media_ops,off_hours_ratio_normalized,weekend_ratio_normalized,unique_pc_count_normalized,hour_variance_normalized,missing_disconnects_normalized,suspicious_file_ops_normalized,removable_media_ops_normalized,risk_score,risk_level
CRC0348,1158,0.1070811744386874,0.25302245250431776,36,4.996123458617696,0,0,0,143,0,0,0.1070811744386874,0.8239449094371373,0.02936378466557912,0.6400694818752907,0.0,0.0,0,0.22759060700180309,low
DTU3804,1147,0.35396687009590233,0.12467306015693112,1,4.277080296346357,0,0,0,101,0,0,0.35396687009590233,0.40598663179308336,0.0008156606851549756,0.5479505444364783,0.0,0.0,0,0.2277883468978237,low
HMR0098,1150,0.14608695652173914,0.26521739130434785,1,4.843123726353276,173,172,1,958,139,0,0.14608695652173914,0.8636566332218507,0.0008156606851549756,0.620468192962258,0.034482758620689655,0.016494600688263913,0,0.2558584988815028,low
IPK2575,966,0.5,0.2546583850931677,1,5.002590002763698,0,0,0,24,0,0,0.5,0.829272177098264,0.0008156606851549756,0.6408979316915009,0.0,0.0,0,0.3527495035989691,medium
JJS2973,926,0.0,0.22894168466522677,1,4.002161578109671,0,0,0,13,0,0,0.0,0.7455280500636872,0.0008156606851549756,0.5127298212103433,0.0,0.0,0,0.16447287386113793,low
EMK3809,1420,0.39859154929577467,0.15492957746478872,40,4.8752820300170505,176,175,1,3693,2460,0,0.39859154929577467,0.5045142650776453,0.03262642740619902,0.6245880969106996,0.034482758620689655,0.2919188323246707,0,0.39828420793812447,medium
ONR3291,1505,0.34551495016611294,0.1760797342192691,112,4.78696954257798,0,0,0,142,0,0,0.34551495016611294,0.5733878524576198,0.09135399673735727,0.6132740994591868,0.0,0.0,0,0.2726825589437865,low
RPB0029,1176,0.14370748299319727,0.28996598639455784,1,4.936208493520492,203,199,4,303,179,0,0.14370748299319727,0.944248212105355,0.0008156606851549756,0.6323935825537487,0.13793103448275862,0.02124124836833986,0,0.2966744461764259,low
ACG3819,1283,0.34138737334372565,0.12392829306313329,21,4.650041333252503,439,437,2,912,573,0,0.34138737334372565,0.40356136459020325,0.017128874388254486,0.5957317851583072,0.06896551724137931,0.06799572801708793,0,0.2747098988971471,low
ABK3081,1434,0.38354253835425384,0.1401673640167364,52,4.84512040708002,169,167,2,671,440,0,0.38354253835425384,0.45644244179809035,0.04241435562805873,0.6207239941666964,0.06896551724137931,0.05221312448083541,0,0.2969384757001476,low
AKH0454,1364,0.3255131964809384,0.24486803519061584,14,4.231884661103166,493,490,3,1992,584,0,0.3255131964809384,0.797390781261749,0.011419249592169658,0.5421603859120255,0.10344827586206896,0.06930105612910882,0,0.3377908952408542,medium
SKE3262,972,0.0,0.21810699588477367,15,3.928437355449245,0,0,0,65,0,0,0.0,0.7102458583940066,0.012234910277324634,0.5032847733866104,0.0,0.0,0,0.15978404039366062,low
REM0580,1318,0.3201820940819423,0.2496206373292868,83,4.420028196390494,134,130,4,1211,410,0,0.3201820940819423,0.8128672036107544,0.06769983686786298,0.5662640607205068,0.13793103448275862,0.04865313872077845,0,0.34980615074924487,medium
WAF3438,1395,0.0,0.13046594982078852,95,3.644782956348319,0,0,0,111,0,0,0.0,0.42485065710872155,0.07748776508972267,0.46694489392446253,0.0,0.0,0,0.12069401388580528,low
MBN3610,1295,0.0,0.16602316602316602,36,3.3802457717870684,0,0,0,87,0,0,0.0,0.5406395406395407,0.02936378466557912,0.4330541824435827,0.0,0.0,0,0.12901346934734925,low
NDK3436,1024,0.03515625,0.15234375,59,4.51842479570133,0,0,0,59,0,0,0.03515625,0.49609375,0.04812398042414356,0.5788699662512325,0.0,0.0,0,0.1482761326438565,low
YDM3898,1200,0.3225,0.10166666666666667,40,4.213543700297588,0,0,0,30,0,0,0.3225,0.3310683760683761,0.03262642740619902,0.5398106662989779,0.0,0.0,0,0.20972696804564236,low
IMC3296,1224,0.41830065359477125,0.25980392156862747,102,5.146490223457679,4205,4182,23,12267,8166,0,0.41830065359477125,0.8460281548516843,0.08319738988580751,0.6593334528438985,0.7931034482758621,0.9690281238875045,0,0.9362290670261968,high
APB3823,988,0.5,0.2732793522267207,1,5.00253228681719,0,0,0,13,0,0,0.5,0.8899096854562443,0.0008156606851549756,0.6408905375155396,0.0,0.0,0,0.3626951817155731,medium
CDC3413,1210,0.0,0.2892561983471074,91,4.237286803750574,534,530,4,682,408,0,0.0,0.94193685102776,0.07422512234910278,0.5428524718210274,0.13793103448275862,0.048415806336774656,0,0.26499215719091024,low
MCC0856,1036,0.1361003861003861,0.138996138996139,27,4.664315898320038,0,0,0,12,0,0,0.1361003861003861,0.45262845262845264,0.02202283849918434,0.597560545704849,0.0,0.0,0,0.17151358996152383,low
SAD3259,1365,0.0,0.12893772893772895,94,3.2753200974294048,163,156,7,328,198,0,0.0,0.41987414295106606,0.0766721044045677,0.41961181606136627,0.2413793103448276,0.023495906016375936,0,0.18488660241578342,low
DPM2971,127,0.10236220472440945,0.30708661417322836,10,4.277728676490748,0,0,0,25,0,0,0.10236220472440945,1.0,0.008156606851549755,0.5480336105069059,0.0,0.0,0,0.24389374205099276,low
FAJ3608,858,0.0,0.27972027972027974,27,3.9147616047733855,3493,3479,14,1843,760,0,0.0,0.9108839878070648,0.02202283849918434,0.5015327288821347,0.4827586206896552,0.09018630592144299,0,0.34991838387152613,medium
AAS3428,1352,0.0,0.16863905325443787,62,3.794692376995718,0,0,0,170,0,0,0.0,0.5491579426490669,0.05057096247960848,0.48615027305425557,0.0,0.0,0,0.13824395231161762,low
CWA2554,1201,0.33971690258118237,0.12073272273105745,30,4.204695510411683,154,152,2,889,586,0,0.33971690258118237,0.39315527658575117,0.024469820554649267,0.5386770961695134,0.06896551724137931,0.06953838851311261,0,0.2696124192786759,low
HSH3606,1461,0.0,0.13620807665982204,120,3.2302294856962854,0,0,0,41,0,0,0.0,0.44354937784095894,0.09787928221859707,0.4138351124373444,0.0,0.0,0,0.12275016910514186,low
JDM1042,1623,0.4331484904497844,0.270486752926679,22,5.112687128350004,4312,4294,18,12296,6743,0,0.4331484904497844,0.8808158364535444,0.01794453507340946,0.6550028293614001,0.6206896551724138,0.8001661326688027,0,0.8240810062974546,high
LBB0453,932,0.4796137339055794,0.1759656652360515,30,4.960220325257871,0,0,0,86,0,0,0.4796137339055794,0.5730163970507318,0.024469820554649267,0.635469815722589,0.0,0.0,0,0.30746314579908895,medium
VPS3185,1225,0.0,0.15510204081632653,19,3.757159010591072,3683,3666,17,1484,956,0,0.0,0.505075876504448,0.015497553017944535,0.48134175249093386,0.5862068965517241,0.11344487955381512,0,0.3156183608902781,medium
AEM0554,1726,0.38296639629200463,0.2914252607184241,81,5.03079271508643,0,0,0,493,0,0,0.38296639629200463,0.9490002079805093,0.06606851549755302,0.6445110720819274,0.0,0.0,0,0.34499427297330326,medium
DCM3596,1607,0.10080896079651525,0.268201617921593,27,4.154544764474947,0,0,0,123,0,0,0.10080896079651525,0.8733744993857003,0.02202283849918434,0.5322521224407283,0.0,0.0,0,0.2235941386355724,low
TKM1539,1535,0.0,0.2553745928338762,81,3.7200344714235816,520,514,6,8305,5564,0,0.0,0.8316044433308276,0.06606851549755302,0.4765856081028668,0.20689655172413793,0.6602586922985642,0,0.5079895195847373,medium
ZAR0404,990,0.5,0.27070707070707073,1,5.0025271672071,0,0,0,31,0,0,0.5,0.8815332815332816,0.0008156606851549756,0.6408898816257874,0.0,0.0,0,0.36132115826097544,medium
ATT1191,974,0.0,0.2587268993839836,1,4.002054970595358,4179,4158,21,11131,7559,0,0.0,0.8425209287632286,0.0008156606851549756,0.5127161633780227,0.7241379310344828,0.896997745342352,0,0.7263835074943379,high
OKH3777,1283,0.35463756819953235,0.22759158222915044,1,4.259926402660161,949,942,7,1861,610,0,0.35463756819953235,0.7411315626436437,0.0008156606851549756,0.5457529038187453,0.2413793103448276,0.07238637712115818,0,0.3718747305127962,medium
XTB2372,912,0.47039473684210525,0.13596491228070176,35,4.894944143836466,463,461,2,1546,764,0,0.47039473684210525,0.442757534862798,0.028548123980424143,0.6271070736952421,0.06896551724137931,0.09066097068945057,0,0.3372016555398098,medium
GDH2500,1487,0.39946200403496973,0.14189643577673167,79,5.255362216920384,3560,3543,17,1160,297,0,0.39946200403496973,0.4620730088114082,0.06443719412724307,0.6732813948880857,0.5862068965517241,0.0352438590245639,0,0.43131232138068964,medium
LTW1441,784,0.5,0.13520408163265307,1,5.003191829243042,410,405,5,679,231,0,0.5,0.440279958137101,0.0008156606851549756,0.6409750336218282,0.1724137931034483,0.02741189035243859,0,0.34261200370165007,medium
YKM3542,1389,0.010079193664506839,0.09791216702663787,109,3.778185685487868,0,0,0,54,0,0,0.010079193664506839,0.3188421849328977,0.08890701468189233,0.48403554759392275,0.0,0.0,0,0.1098869073297732,low
ELB0033,1323,0.34467120181405897,0.1708238851095994,44,4.608523721474995,0,0,0,161,0,0,0.34467120181405897,0.5562726515107467,0.03588907014681892,0.5904128300765844,0.0,0.0,0,0.258625595004907,low
WMM0873,105,0.13333333333333333,0.10476190476190476,9,4.372072542286817,9,9,0,7,3,0,0.13333333333333333,0.34114774114774116,0.00734094616639478,0.5601203072825917,0.0,0.000355998576005696,0,0.1469869156374231,low
CXM1821,1186,0.575885328836425,0.2706576728499157,1,5.733583010890907,0,0,0,158,0,0,0.575885328836425,0.8813724218445973,0.0008156606851549756,0.7345478024046429,0.0,0.0,0,0.3938707865179542,medium
NBT3447,1506,0.0,0.26759628154050463,69,3.807465184352108,185,184,1,486,99,0,0.0,0.8714032757857458,0.05628058727569331,0.48778663857932997,0.034482758620689655,0.011747953008187968,0,0.20547388178414067,low
RCS2064,1442,0.31761442441054094,0.15880721220527047,109,4.127401203551579,899,886,13,910,255,0,0.31761442441054094,0.5171414346171628,0.08890701468189233,0.5287746733503735,0.4482758620689655,0.030259878960484158,0,0.36967582982304137,medium
BCM3794,976,0.5133196721311475,0.2510245901639344,1,5.124598734534812,0,0,0,440,0,0,0.5133196721311475,0.8174390500210171,0.0008156606851549756,0.6565288636282,0.0,0.0,0,0.3564601062212855,medium
GEG2093,844,0.0,0.11611374407582939,19,4.472492175745907,0,0,0,29,0,0,0.0,0.37811398711872646,0.015497553017944535,0.5729853902395387,0.0,0.0,0,0.11155653368842991,low
XBW2502,1735,0.3279538904899135,0.26455331412103744,129,4.5937229474397485,0,0,0,126,0,0,0.3279538904899135,0.8614941254710706,0.10522022838499184,0.5885166552028924,0.0,0.0,0,0.31442318515183626,medium
KAS2029,1002,0.04091816367265469,0.2435129740518962,1,3.810632650174232,0,0,0,100,0,0,0.04091816367265469,0.7929781462715594,0.0008156606851549756,0.488192432836501,0.0,0.0,0,0.18366712614111175,low
TRH1083,1269,0.01103230890464933,0.14657210401891252,41,3.7839734905676057,0,0,0,466,0,0,0.01103230890464933,0.47729890283081766,0.033442088091353996,0.4847770419603586,0.0,0.0,0,0.12715399428977728,low
URC2874,1518,0.012516469038208168,0.1627140974967062,131,3.6630764410586463,0,0,0,147,0,0,0.012516469038208168,0.5298638559508125,0.1068515497553018,0.4692885312219028,0.0,0.0,0,0.14703400911796724,low
CER0228,1534,0.35658409387222945,0.12516297262059975,113,4.526125251720411,807,802,5,2468,1155,0,0.35658409387222945,0.4075819877645171,0.09216965742251224,0.5798564964951629,0.1724137931034483,0.13705945176219295,0,0.34513539465865517,medium
CLR2407,982,0.014256619144602852,0.12423625254582485,78,4.262418844225358,3257,3239,18,730,503,0,0.014256619144602852,0.40456420700819884,0.0636215334420881,0.5460722185423413,0.6206896551724138,0.059689094576955024,0,0.30345161586146835,medium
CPC0724,1656,0.2995169082125604,0.24879227053140096,139,3.983750581103352,197,194,3,1233,811,0,0.2995169082125604,0.8101697014740492,0.1133768352365416,0.5103711290338487,0.10344827586206896,0.09623828171353982,0,0.35652170698273977,medium
EDJ1970,1310,0.35954198473282445,0.23893129770992366,1,4.719873881177216,0,0,0,307,0,0,0.35954198473282445,0.7780583284400078,0.0008156606851549756,0.6046782579863764,0.0,0.0,0,0.2953001794269372,low
JHK1849,1172,0.46757679180887374,0.18344709897610922,99,5.199924228861908,0,0,0,83,0,0,0.46757679180887374,0.5973790146145095,0.08075040783034258,0.6661790555270374,0.0,0.0,0,0.31926072781790094,medium
KOR1163,1402,0.3152639087018545,0.11626248216833096,108,4.453848308182649,141,141,0,519,305,0,0.3152639087018545,0.3785983393686675,0.08809135399673736,0.5705968642653091,0.0,0.03619318856057909,0,0.2416139239958238,low
JZE2902,615,0.011382113821138212,0.16097560975609757,12,3.830305147138122,234,229,5,889,292,0,0.011382113821138212,0.5242026266416511,0.009787928221859706,0.4907127398391535,0.1724137931034483,0.03465052806455441,0,0.18819953301801465,low
BLN0230,1070,0.4635514018691589,0.27850467289719627,39,4.884610582560553,0,0,0,23,0,0,0.4635514018691589,0.9069254732806135,0.03181076672104405,0.6257832078487343,0.0,0.0,0,0.3573740998724068,medium
CQS2883,1265,0.009486166007905139,0.16600790513833993,26,3.7984776201723394,899,887,12,792,493,0,0.009486166007905139,0.540589844937671,0.021207177814029365,0.48663521275978927,0.41379310344827586,0.05850243265693604,0,0.2609748382212098,low
AKS3496,181,0.35911602209944754,0.143646408839779,6,4.296035833146737,69,69,0,1325,751,0,0.35911602209944754,0.46777163904235725,0.004893964110929853,0.5503789993613781,0.0,0.08911831019342589,0,0.2770250718560492,low
KNM1154,1450,0.37655172413793103,0.23379310344827586,56,4.713854633050849,0,0,0,32,0,0,0.37655172413793103,0.7613262599469496,0.04567699836867863,0.603907112705153,0.0,0.0,0,0.3054311055344062,medium
LCC1963,1506,0.3379814077025232,0.2868525896414343,54,4.59612754199018,0,0,0,471,0,0,0.3379814077025232,0.9341097149862091,0.04404567699836868,0.5888247155622417,0.0,0.0,0,0.31961470664043656,medium
REC0283,1681,0.3355145746579417,0.2546103509815586,143,4.506889086025166,982,969,13,1142,731,0,0.3355145746579417,0.8291157583245626,0.1166394779771615,0.5773920892979018,0.4482758620689655,0.08674498635338793,0,0.4584199782818775,medium
HGH0727,870,0.5,0.15632183908045977,1,5.0167568367845865,3746,3726,20,1009,683,0,0.5,0.5090480400825228,0.0008156606851549756,0.6427128904663731,0.6896551724137931,0.08104900913729679,0,0.5032930706378825,medium
TJD0106,1446,0.0,0.2475795297372061,46,3.406988315745095,183,178,5,524,322,0,0.0,0.806220519913466,0.037520391517128875,0.4364802559577823,0.1724137931034483,0.03821051382461137,0,0.2322854707700088,low
HMB0805,1431,0.352900069881202,0.2962962962962963,9,4.253304166865962,0,0,0,732,0,0,0.352900069881202,0.9648622981956314,0.00734094616639478,0.5449045078435942,0.0,0.0,0,0.3199304736154877,medium
PNH1444,854,0.27049180327868855,0.14754098360655737,1,4.532509226452094,3416,3401,15,10649,7245,0,0.27049180327868855,0.4804539722572509,0.0008156606851549756,0.5806743680775324,0.5172413793103449,0.8597365610537557,0,0.695119325715387,medium
RAA1455,978,0.2822085889570552,0.2719836400817996,1,4.5490638637793195,4231,4206,25,11521,7708,0,0.2822085889570552,0.8856903151381679,0.0008156606851549756,0.5827952360313444,0.8620689655172413,0.9146790079506348,0,0.8729800851009727,high
CGG3388,1132,0.5485865724381626,0.28091872791519434,1,5.591233898242841,192,190,2,380,254,0,0.5485865724381626,0.9147866268007611,0.0008156606851549756,0.7163109987041867,0.06896551724137931,0.03014121276848226,0,0.4182289651008277,medium
MMS0241,1326,0.1847662141779789,0.20512820512820512,28,3.8327759658243084,178,175,3,568,330,0,0.1847662141779789,0.6679815910585141,0.022838499184339316,0.4910292843860155,0.10344827586206896,0.039159843360626556,0,0.25571058445103073,low
FHA3387,1368,0.3435672514619883,0.22660818713450293,27,4.23721036135425,176,175,1,737,508,0,0.3435672514619883,0.73792922477133,0.02202283849918434,0.5428426785392132,0.034482758620689655,0.06028242553696452,0,0.31508875487686433,medium
SRS0129,1463,0.3520164046479836,0.29049897470950103,28,3.835872674081285,0,0,0,290,0,0,0.3520164046479836,0.9459838407206829,0.022838499184339316,0.4914260136634202,0.0,0.0,0,0.31470001514004536,medium
BOR2387,1140,0.4342105263157895,0.2771929824561403,75,4.27757204127215,0,0,0,68,0,0,0.4342105263157895,0.9026540710751236,0.061174551386623165,0.5480135434641193,0.0,0.0,0,0.34548625943808775,medium
HSK0639,1139,0.0,0.08428446005267778,23,3.425552620241782,0,0,0,32,0,0,0.0,0.27446478017154047,0.018760195758564437,0.43885858885107254,0.0,0.0,0,0.08408995329941225,low
UMB0055,1129,0.46235606731620904,0.24446412754650132,79,5.249434416877897,197,197,0,3421,2337,0,0.46235606731620904,0.796075492266812,0.06443719412724307,0.6725219653156818,0.0,0.2773228907084372,0,0.461706510928514,medium
KCH2475,1002,0.1377245508982036,0.15768463073852296,1,4.996147476625985,0,0,0,23,0,0,0.1377245508982036,0.5134858488151901,0.0008156606851549756,0.6400725588997574,0.0,0.0,0,0.18203677061042398,low
MTS0465,3642,0.7559033498077979,0.20593080724876442,1122,7.615501091524834,0,0,0,485,0,0,0.7559033498077979,0.67059519283572,0.9151712887438825,0.9756463942990015,0.0,0.0,0,0.5881074857832206,medium
CHU3211,958,0.46346555323590816,0.17118997912317327,47,3.862443271974773,0,0,0,58,0,0,0.46346555323590816,0.5574648038113591,0.03833605220228385,0.4948300586130034,0.0,0.0,0,0.2903547019507298,low
ABM3203,927,0.505933117583603,0.18338727076591155,27,3.944866849403027,0,0,0,405,0,0,0.505933117583603,0.5971841894171991,0.02202283849918434,0.5053896088194362,0.0,0.0,0,0.30899180594466924,medium
BMN3207,1028,0.541828793774319,0.21108949416342412,1,4.74730056813141,0,0,0,22,0,0,0.541828793774319,0.6873939938142273,0.0008156606851549756,0.6081919792652304,0.0,0.0,0,0.3405173062973212,medium
DMH0011,954,0.5,0.2431865828092243,1,4.5244029472005876,0,0,0,1378,0,0,0.5,0.7919152824813201,0.0008156606851549756,0.579635846511077,0.0,0.0,0,0.34159753862907427,medium
TZY3133,321,0.37383177570093457,0.205607476635514,12,3.8454619854602567,235,232,3,492,310,0,0.37383177570093457,0.6695422957105199,0.009787928221859706,0.4926545312564537,0.10344827586206896,0.03678651952058858,0,0.31501029120070034,medium
NBR3731,990,0.7585858585858586,0.1707070707070707,36,5.709552423584024,454,452,2,7277,4847,0,0.7585858585858586,0.5558922558922559,0.02936378466557912,0.7314691663993327,0.06896551724137931,0.5751750326332028,0,0.6576805076043523,medium
CJH2330,948,0.5411392405063291,0.17616033755274263,1,5.456000392840007,0,0,0,242,0,0,0.5411392405063291,0.573650329979444,0.0008156606851549756,0.6989857983859143,0.0,0.0,0,0.32908027218222025,medium
JKC2754,1615,0.37275541795665634,0.17894736842105263,106,3.7929509208678334,886,877,9,2065,1410,0,0.37275541795665634,0.5827260458839406,0.0864600326264274,0.4859271694959235,0.3103448275862069,0.1673193307226771,0,0.4168747168875049,medium
SRR2711,1507,0.3105507631055076,0.18579960185799602,107,3.239467264617307,181,175,6,709,418,0,0.3105507631055076,0.6050397291273203,0.08727569331158239,0.41501859407398367,0.20689655172413793,0.04960246825679364,0,0.3207213547917246,medium
